age,tenure_months,income,household_size,logins_30d,support_tickets_90d,avg_session_mins,days_since_last_login,monthly_fee,late_payments_12m,autopay,contract,plan,add_ons,streaming,region,signup_channel,total_charges,total_charges_rounded,engagement_score,churn
26,10,41976.02165803537,5,10,1,14.554544857594893,59,74.51498235923897,1,Yes,Month-to-month,Basic,3,Both,South,Partner,845.4462676691808,850.0,0.13103259884928306,1
31,67,22854.84143852874,6,19,1,8.643816316735855,33,60.22421722703169,1,No,One year,Basic,2,Both,West,Web,4182.833541950139,4180.0,0.18647704081003658,0
42,58,46834.22495799174,1,12,1,50.28814831395497,42,53.239545340238784,1,Yes,Month-to-month,Basic,1,Video,West,Web,3175.760612070036,3180.0,0.33651231544336857,0
35,84,53576.69278031959,6,10,1,,5,27.053299623661154,0,No,Month-to-month,Basic,0,Video,Midwest,Web,2394.5303848041362,2390.0,0.5428764780460356,0
36,24,45381.528445521624,6,14,4,29.0734472311037,41,87.59851073569375,1,No,Two year,Basic,3,Music,Northeast,Partner,2090.358010078507,2090.0,0.3967072541411518,1
24,54,16216.32094057796,3,9,2,12.726917186343362,45,71.10070058141694,0,No,Month-to-month,Pro,5,Video,South,Web,4218.679453566484,4220.0,0.13660615189719819,0
61,106,105334.48097689923,6,12,1,6.977867765825959,19,38.914996292623954,1,Yes,One year,Pro,5,Video,Midwest,Web,3929.2324695950056,3930.0,0.31049930220583793,1
50,5,30674.39531967338,1,16,1,,13,74.09810061376753,1,No,Month-to-month,Plus,5,Video,South,Web,317.300293681071,320.0,0.3257464882568731,0
43,61,31841.22703282253,3,13,1,18.122217124649303,9,71.29863865419446,0,No,Month-to-month,Basic,0,Music,South,Partner,4241.972951342475,4240.0,0.44540577015263805,0
76,98,84851.62506973823,2,11,0,,5,41.207141001142816,0,No,Month-to-month,Basic,4,Both,West,Web,3960.46794760807,3960.0,0.34638672208177756,0
43,90,59667.64725701286,3,10,0,55.96256082346746,44,55.50451156054015,1,Yes,Two year,Basic,3,Video,Northeast,Web,4938.0881935029765,4940.0,0.24990760351375566,0
56,55,18731.852013671672,5,10,0,2.3831737118591394,12,47.838029295708154,2,Yes,Two year,Basic,0,Music,Northeast,Web,2555.7166913259407,2560.0,0.16937420894516844,0
22,102,47104.23625750875,1,15,2,9.863672424774503,26,40.152531251251446,1,No,Month-to-month,Plus,0,Music,South,Retail,3998.862557587135,4000.0,0.2172972674668847,0
35,89,22846.538449931802,2,10,0,2.9959621133649437,18,89.35083125169822,1,Yes,Month-to-month,Plus,0,Both,South,Retail,8043.266941202242,8040.0,0.10925317551322251,1
56,116,75054.68610816002,2,9,0,12.515719659995888,57,52.18853400434697,0,No,Two year,Basic,2,Video,South,Web,5956.286219745822,5960.0,0.0249693763498033,0
26,41,84085.93824492568,5,12,1,2.593454787901906,36,94.04000418995156,1,Yes,Month-to-month,Basic,2,Both,South,Phone,3895.9280110986483,3900.0,0.13123273744696354,1
66,76,47900.20185304736,5,16,1,55.156497728736305,21,72.3112078118137,1,No,Two year,Plus,1,Video,South,Partner,5508.144593056802,5510.0,0.4744018258803665,0
75,96,40059.35780428224,4,16,0,14.647378661611182,14,66.42039422944745,2,No,Month-to-month,Basic,2,Music,West,Web,6436.984450243589,6440.0,0.46114706493403507,0
49,68,24332.329490070813,3,13,1,12.458117820775353,35,38.77222751132415,1,Yes,One year,Basic,3,Video,Midwest,Web,2651.291362095649,2650.0,0.31234360265474953,0
60,94,67473.68720528374,5,14,1,40.974618614366285,36,44.32812346229017,1,Yes,Two year,Plus,1,Both,West,Retail,4138.022129313689,4140.0,0.4201069717553552,0
47,60,53960.797155660286,6,14,2,23.873933429649274,11,,0,Yes,Month-to-month,Pro,3,Video,Northeast,Partner,4329.983008727971,4330.0,0.4220057505167249,0
79,79,70205.23358491722,3,9,1,19.907499298747975,16,56.54375173891315,0,Yes,Month-to-month,Basic,2,Video,West,Web,4640.659590479308,4640.0,0.18245774092676031,0
43,71,37496.36201602112,1,12,1,35.88705995107095,40,73.04179724084578,1,Yes,Month-to-month,Plus,1,Both,South,Web,5212.790811264506,5210.0,0.2894597465366137,0
21,92,56783.49116767241,6,13,2,21.94442014408084,51,71.03030355509674,0,Yes,Month-to-month,Basic,4,Music,West,Partner,6648.247200320828,6650.0,0.238238470230473,1
56,21,39270.49553016123,4,11,4,21.396031261049153,38,63.16838444360698,0,Yes,Two year,Basic,2,Both,South,Web,1387.7133905033581,1390.0,0.25816517146692536,1
32,115,36516.77075414058,3,20,0,5.082456759784647,53,44.20726220163979,2,Yes,Month-to-month,Basic,5,None,South,Partner,5145.559758778084,5150.0,0.17146458182223379,1
30,119,44133.7147056683,1,14,2,11.776741858148243,53,90.91021071884643,0,Yes,Month-to-month,Plus,1,Video,West,Web,10775.881300902714,10780.0,0.19315278741782718,0
60,38,46405.031557466886,6,17,1,23.72229408636646,33,77.13142430349234,2,Yes,Month-to-month,Plus,3,Video,South,Partner,2920.3472291325284,2920.0,0.44038301645555405,0
27,53,68262.90705966305,1,19,2,11.327568549818327,7,55.75759004741076,3,Yes,Two year,Basic,3,Video,West,Partner,2968.2973537864705,2970.0,0.5049695764036322,1
69,21,31329.55059957902,2,10,2,32.9531153781067,11,99.89694728028962,2,Yes,One year,Plus,5,Both,West,Partner,2085.691991275885,2090.0,0.4501903469073159,0
35,55,44406.32647955248,4,10,1,14.162664415826836,17,47.13976342746605,0,No,One year,Pro,4,Both,Midwest,Web,2805.572796275389,2810.0,0.23756979251156765,0
49,119,21970.52222994795,2,11,2,16.125331948529542,4,,1,Yes,Month-to-month,Plus,4,None,Midwest,Retail,10014.237037974879,10010.0,0.4045190596876016,1
20,103,41081.22975587643,4,19,1,44.19289530809013,38,98.33346871622328,1,No,Two year,Basic,1,Video,South,Phone,10168.73869111711,10170.0,0.38631294560078605,0
66,26,46190.63329087063,4,8,1,18.199826049918165,51,55.95156471836904,0,No,Two year,Plus,4,Both,West,Web,1455.779860828883,1460.0,0.07818293147380445,0
79,36,67412.44393109278,2,14,2,9.836360174053075,41,75.51798219701351,2,No,Month-to-month,Basic,2,None,Northeast,Web,2741.209287132578,2740.0,0.3110315352320764,0
57,48,51718.15355799254,6,14,1,21.056643034629047,13,75.77933846109795,1,Yes,One year,Plus,0,Both,Midwest,Partner,3674.915226100629,3670.0,0.4010495411339112,1
69,98,60951.474386986374,5,11,0,15.044090703938645,10,38.3643706457533,1,No,Month-to-month,Basic,4,Both,West,Partner,3889.6988192775257,3890.0,0.3492980930898198,0
30,13,102881.94033281124,5,6,5,17.956356347467842,43,70.11553707708708,2,No,Month-to-month,Plus,0,Video,South,Retail,875.0055267228473,880.0,0.16627283651687452,1
63,8,28397.275669159917,5,18,4,9.752173293331873,18,95.62096143080379,0,Yes,Month-to-month,Plus,1,None,West,Retail,884.5529155872676,880.0,0.4386798378124082,0
73,35,58114.012614582825,5,13,1,13.199481122766063,8,95.17672299704051,3,No,Two year,Plus,4,Both,Northeast,Web,3218.8994681506742,3220.0,0.3777464777066301,0
75,35,30776.938400362436,5,15,1,36.3802196317242,49,56.54254614936861,2,Yes,Month-to-month,Plus,0,Music,South,Web,2067.0764855220636,2070.0,0.38438387283679265,1
24,18,25852.89175073252,4,12,0,47.983104883501284,9,62.81460371196629,1,Yes,One year,Plus,5,Video,Midwest,Retail,1240.1089637885132,1240.0,0.5236587651032562,1
51,80,52371.2161176212,4,10,0,25.24482779283562,6,50.30721623839143,2,No,Two year,Plus,4,None,Northeast,Web,3982.968136356215,3980.0,0.40781562405838023,0
56,46,56279.393443623296,1,16,1,31.36080116306249,19,74.82324431931714,0,Yes,Two year,Basic,3,Video,South,Web,3530.179551439982,3530.0,0.46420197140826985,1
33,97,19290.145546657477,5,14,1,18.46147572885941,38,32.065232232802764,0,Yes,Month-to-month,Pro,0,Both,West,Web,3009.110159011904,3010.0,0.3097246213597994,0
77,59,44304.1055622105,4,11,0,57.67576342081369,21,86.67141144615687,0,No,Month-to-month,Pro,0,Music,West,Partner,5079.774967435425,5080.0,0.31276502799883865,1
54,44,75518.74514226733,1,14,0,5.302608152215152,22,79.16525639106091,2,Yes,One year,Basic,3,Music,Northeast,Web,3327.5660430843195,3330.0,0.19351774171412323,0
70,9,,4,18,3,,35,226.14275234587012,0,Yes,Two year,Plus,4,Video,West,Web,950.1995714852844,950.0,0.2249535377219836,0
64,67,45029.1230421008,1,20,3,25.010903042839796,28,86.95326973585497,0,Yes,One year,Basic,0,None,Northeast,Partner,5699.202472490769,5700.0,0.45872834372191246,0
31,76,20234.702482645913,3,9,1,10.480696079910874,20,62.24776495051776,0,Yes,Month-to-month,Pro,4,Both,West,Web,4710.427645068273,4710.0,0.131176354981348,0
61,26,41951.671962987035,2,10,0,19.717288826502152,43,53.20512143044499,1,Yes,One year,Basic,1,Both,South,Partner,1381.8139083674655,1380.0,0.29219560100182607,1
37,70,69171.01419699845,5,9,1,19.311910608500817,47,47.47786791165646,3,Yes,Month-to-month,Plus,3,None,South,Partner,3407.0581800969853,3410.0,0.2792841212256973,1
64,6,37562.02133080613,4,11,1,27.196682621478605,53,74.25865950327426,3,No,Month-to-month,Pro,5,Video,Midwest,Retail,631.7577706095879,630.0,0.14229248598526845,0
35,80,21950.598212197994,5,12,2,13.8327885384237,50,67.27130963380347,0,Yes,Month-to-month,Basic,2,Video,Midwest,Web,5615.425977342509,5620.0,0.21064174403559732,0
27,78,34648.79784461411,1,8,1,24.110059719669326,2,80.78904669240582,1,Yes,One year,Basic,0,Both,South,Retail,6400.485559480305,6400.0,0.40559420104064053,0
72,16,16820.84114680253,5,14,1,53.05424023304395,59,76.25598624523265,3,Yes,Month-to-month,Basic,3,Both,Midwest,Web,1315.537660486948,1320.0,0.28937639660539227,1
25,91,24574.166299569693,4,8,1,27.51181866492474,53,61.900815794453116,0,No,Two year,Plus,3,Video,Northeast,Partner,5785.847835621924,5790.0,0.16982211176947243,0
49,17,43169.131327776406,2,5,0,24.71493672145423,4,67.26222189592652,1,Yes,One year,Pro,4,Video,Midwest,Web,1095.0532333088445,1100.0,0.270910626816219,0
33,39,48134.56414418293,5,7,1,20.305686692301034,11,,1,Yes,Month-to-month,Pro,3,Music,Northeast,Retail,3960.1977803208806,3960.0,0.2842705060877449,1
18,48,35334.070892709315,4,16,1,19.96527105371884,5,58.07140649688024,0,No,Two year,Pro,3,Video,,Retail,2835.9009429173284,2840.0,0.5336615350929831,0
28,1,37490.9687804987,6,12,0,21.971207893532846,7,81.5750329603894,0,Yes,One year,Plus,1,Video,West,Web,193.96145449140607,190.0,0.22159476009381707,0
34,100,36001.23357709095,1,10,1,23.192587771423014,5,,1,No,Month-to-month,Basic,4,Video,Northeast,Retail,5304.216124807326,5300.0,0.4665623717820681,0
43,10,48868.226670768534,5,13,1,3.7170476647389066,54,49.64468273865132,2,Yes,Month-to-month,Basic,2,Video,West,Retail,484.58299472490904,480.0,0.14779592478605613,0
33,66,23297.239304994302,5,12,1,10.015894801561998,40,59.48337577789974,2,Yes,One year,Basic,3,Both,South,Retail,3967.6717983560784,3970.0,0.16686820064761584,0
37,119,18088.48465463767,6,15,2,3.587031878953623,7,58.22078787640005,0,Yes,Month-to-month,Basic,1,Both,Northeast,Web,7104.6920601544325,7100.0,0.22568935444269234,0
41,52,32807.91674394376,2,9,2,14.041057602314737,24,59.31671294673809,0,No,Month-to-month,Plus,4,Music,South,Retail,3209.464220647892,3210.0,0.19171042650756245,0
27,26,33029.26388421075,1,6,0,10.417505500789142,56,104.72464821140676,1,Yes,One year,Basic,5,Music,South,Web,2633.348528800646,2630.0,0.0735239209029159,0
52,57,51833.89323436957,1,16,0,31.353288600125442,15,64.63004028267885,1,Yes,Two year,Plus,1,Both,Midwest,Web,3921.244306715281,3920.0,0.4829910895081425,0
61,118,27891.437151941333,3,12,1,38.481334129182805,29,62.51009953676334,1,Yes,One year,Basic,3,None,Northeast,Web,7402.083893848838,7400.0,0.3977886985488098,1
44,56,50034.81139893911,4,11,1,1.1284227937171272,2,40.56492979969248,2,No,Two year,Basic,3,None,South,Web,2382.8620902427447,2380.0,0.271000009470041,0
23,88,31125.75202026531,6,10,2,38.52585095923134,0,69.38105081453367,1,Yes,Two year,Plus,2,Video,West,Retail,6437.66604868621,6440.0,0.4848318111845181,0
21,41,37742.04080191837,6,15,1,22.933903121776332,3,53.34189604382823,1,Yes,Month-to-month,Basic,5,Video,South,Phone,2437.2443829463455,2440.0,0.5273689252141862,0
74,50,69559.38590797396,6,15,1,,51,55.530730987776465,2,Yes,Two year,Basic,0,Video,South,Phone,2784.8370411926026,2780.0,0.21375776023326126,1
24,87,48535.967549360335,4,13,4,23.913516075474657,36,99.52508157123702,0,No,Month-to-month,Basic,2,Video,South,Web,8837.163933138832,8840.0,0.355797852258561,1
24,42,49942.74432297031,6,9,2,9.49471791710276,15,69.66367273245146,1,Yes,One year,Plus,5,Video,Midwest,Retail,2884.5883579198603,2880.0,0.22493116735355145,0
76,68,24962.247595349098,6,7,2,32.15770719902604,41,84.94380807540614,0,Yes,Month-to-month,Basic,3,Video,West,Web,5715.499528672056,5720.0,0.21862086225327068,0
20,20,40574.5224793356,3,11,4,27.60853225334982,46,43.66473792654516,2,No,Month-to-month,Basic,4,Music,South,Partner,932.543971836369,930.0,0.23281930377784235,1
34,86,40197.64865657176,2,10,0,11.382334394632439,3,70.69202532458405,1,Yes,One year,Plus,5,Video,West,Web,6207.091298661374,6210.0,0.44421044723777764,0
71,54,35983.41039231248,1,7,3,,45,46.39169186922892,0,Yes,One year,Basic,1,Video,Midwest,Web,2516.456416160562,2520.0,0.26605620765386956,0
20,62,40854.33879340094,2,10,0,16.5839569688922,0,66.28265426078958,1,No,Two year,Pro,4,,Northeast,Web,4100.987919953664,4100.0,0.4853331990123259,0
64,102,57825.21658863082,5,18,0,12.903172494647567,42,52.13889023530629,2,No,Month-to-month,Basic,5,Both,South,Retail,5291.654155079139,5290.0,0.3136926344056037,0
29,70,31083.17346810684,3,12,0,6.948145106893649,8,20.53087676914481,0,Yes,Month-to-month,Basic,2,Both,Midwest,Web,1507.0365234388864,1510.0,0.31245684566821447,0
78,9,53723.72842757056,1,14,1,16.72104323462949,54,31.146634763120936,0,Yes,Month-to-month,Plus,1,Music,South,Web,349.18769589092676,350.0,0.23078109847042072,0
41,49,19916.734012299014,6,11,0,31.753981050421334,45,59.44501095412371,1,No,One year,Basic,1,Video,Midwest,Retail,2970.82503554325,2970.0,0.2502186360986444,1
51,74,33995.988413251514,4,12,1,13.598695973845748,58,17.970294314266084,1,Yes,Month-to-month,Plus,5,Both,South,Web,1327.1844944077156,1330.0,0.2075268047273203,1
57,56,,5,15,1,5.725769500072811,7,66.92867193156071,0,No,One year,Plus,5,Music,West,Retail,3861.6907196974807,3860.0,0.4753108972202531,1
29,16,29250.089894404795,6,9,1,4.231024099290002,32,58.32080643534939,1,Yes,One year,Basic,1,Both,South,Retail,875.827580667569,880.0,0.14176334891252887,0
71,73,29246.985753302622,5,18,1,25.987160533567156,44,91.65076713138016,0,Yes,Month-to-month,Plus,0,None,,Partner,6716.642574414038,6720.0,0.3170318737320658,0
71,40,28554.438150357633,3,7,0,2.311770675272145,20,87.12789608147786,0,No,Month-to-month,Plus,2,Video,Northeast,Web,3554.7238254870517,3550.0,0.11134606001320066,1
30,59,18169.670803528006,6,11,0,15.066845029708409,48,65.82320264975388,0,Yes,Month-to-month,Plus,4,Video,South,Web,3824.415031175857,3820.0,0.2615994719580435,1
73,119,,3,17,1,6.8128897163696704,26,98.67664327772707,0,Yes,Month-to-month,Basic,1,Both,West,Phone,11632.25566545908,11630.0,0.23917034111998786,1
54,71,18680.850958445808,1,13,3,3.2822065200795936,45,92.328142088138,2,Yes,Month-to-month,Basic,0,Video,South,Phone,6707.93839847013,6710.0,0.04243717162795553,1
55,42,65965.39348505095,3,13,2,22.329419606528155,51,82.71876831318559,0,No,One year,Basic,2,None,South,Web,3499.157735172682,3500.0,0.20354682678593194,0
56,92,28512.622742955282,6,12,3,28.66376594376307,43,72.72341198327457,1,Yes,Month-to-month,Basic,3,Music,South,Web,6604.94889663695,6600.0,0.25881966862175354,0
38,46,40668.45668920515,4,7,3,17.59303556687409,17,18.653823554576377,1,Yes,Two year,Plus,2,,South,Web,922.2197308346554,920.0,0.2818729144787578,0
69,16,27441.855497322507,5,17,0,21.96269697239008,29,47.50633420887369,1,No,One year,Basic,0,Both,South,Retail,793.9864458319769,790.0,0.3344551580347857,1
63,19,31073.730924720207,2,9,0,2.900620178251083,39,62.82503834791938,2,No,Month-to-month,Plus,2,Video,South,Web,1382.707577398537,1380.0,0.04394473345226674,0
73,3,22373.783170732433,3,3,0,,39,89.48252721425882,0,Yes,Month-to-month,Basic,1,Both,Northeast,Web,263.2955033409634,260.0,0.09179071554223775,0
67,112,22338.418586016207,4,14,1,21.809201229445293,9,44.31846381009426,1,Yes,Month-to-month,Plus,0,Video,Northeast,Web,4788.206867532787,4790.0,0.4923983888321767,0
78,73,54477.38290580167,3,13,3,15.911499948627203,59,56.70686519461013,0,No,Month-to-month,Pro,1,Video,West,Web,4139.347547222883,4140.0,0.20806551287948502,0
64,4,35521.74547363776,5,11,2,1.929136565657933,13,50.84597924332304,3,Yes,Month-to-month,Plus,5,,South,Retail,347.3622598211432,350.0,0.0868247611858056,1
42,107,42086.67112450068,6,9,0,20.691759316635252,37,26.6792449365623,0,Yes,Two year,Basic,0,Music,West,Retail,2948.682434746006,2950.0,0.2497354262963507,1
78,53,37298.10691531229,1,9,1,12.799699337435204,23,47.05534537301792,1,Yes,Month-to-month,Pro,2,None,South,Retail,2474.0871038374366,2470.0,0.11450035985273146,1
78,58,45232.90962030748,6,9,4,26.505223830526475,45,81.78737779994718,3,Yes,Two year,Basic,0,Video,Midwest,Retail,4802.587715230298,4800.0,0.18013711907959906,0
72,86,52283.553325140165,4,12,2,23.82296140012696,49,85.67287805968871,0,Yes,Two year,Basic,1,Both,Midwest,Phone,7563.223063462332,7560.0,0.23026074189254972,0
43,44,38781.104223206996,1,9,0,21.03693626188471,48,,0,Yes,Month-to-month,Plus,2,Both,West,Web,3183.5256746257087,3180.0,0.13192897776791104,0
55,86,30796.315410652132,6,9,0,23.082082403803533,2,56.906000441379916,0,No,One year,Basic,3,None,West,Retail,5067.003996750861,5070.0,0.4450730901889549,0
37,17,85850.34604500585,3,13,0,6.264543950052299,0,28.462204011427083,0,Yes,Two year,Plus,0,Video,West,Web,323.1389932473734,320.0,0.43189035241435597,0
32,25,41404.4411604307,1,13,0,1.4858999454731867,40,56.674424175054,0,Yes,Month-to-month,Plus,2,Both,West,Partner,1394.2649734365693,1390.0,0.16491392199618768,0
54,106,64931.759104865276,6,8,0,13.03497225836145,52,59.552840480957904,3,Yes,Two year,Plus,2,Both,South,Retail,6522.444018998844,6520.0,0.06947034838154133,0
47,102,54072.47730336159,3,7,2,6.480002385317382,34,71.1014940846365,0,Yes,Two year,Basic,2,None,South,Partner,7175.1263016604125,7180.0,0.03638537804320764,0
41,1,48485.331170485435,6,16,3,5.941729220168519,13,50.74678418391992,2,No,Month-to-month,Plus,3,Both,South,Web,,,0.2637958658081337,1
40,3,27700.74029771893,6,15,2,18.364054272044793,9,59.44388629550649,2,No,Month-to-month,Basic,3,Music,South,Retail,404.26388081379514,400.0,0.4855564333107443,0
42,24,27291.917538866463,1,10,0,11.811464707126675,20,71.46871909339664,2,Yes,Month-to-month,Basic,4,Video,,Web,1801.6017378680926,1800.0,0.24184084937042355,1
53,112,34963.2365590923,3,8,1,36.13906411324444,1,60.60165966126906,1,Yes,One year,Pro,0,Music,Midwest,Web,6803.203774272067,6800.0,0.3563832386507477,0
61,31,71814.60279073905,3,14,2,15.196285813191754,41,70.28207986535762,1,Yes,One year,Basic,4,Video,,Partner,2144.283918591366,2140.0,0.24720467639734905,0
56,44,31286.91711491488,2,5,1,20.578446240837415,30,75.35614333892481,0,Yes,Month-to-month,Basic,3,Music,West,Web,3401.7827708592013,3400.0,0.07793331368970696,0
78,1,54667.59920282687,2,9,0,18.372446667799686,41,44.81860013931039,1,No,Two year,Plus,5,Both,West,Web,,,0.09343081835657456,1
55,41,17799.122298230846,6,10,1,24.52720581526914,22,68.78582770926816,1,No,Month-to-month,Pro,2,Video,Northeast,Partner,2876.3952843663806,2880.0,0.38476388252244526,1
19,101,53611.05168777934,6,7,1,32.20431070473382,0,59.82254298384552,0,Yes,Month-to-month,Plus,4,Music,South,Web,6256.037418936077,6260.0,0.3542156073791808,0
70,18,12303.943949510049,4,9,1,12.438318971648837,43,51.78123386718772,1,No,Month-to-month,Basic,0,Music,South,Phone,1065.4275567075392,1070.0,0.1750056136179271,0
38,90,98901.72804347359,2,6,1,15.511925322376685,9,42.669018505796544,0,No,One year,Basic,4,Video,West,Web,3949.0030747512824,3950.0,0.2097192526319024,0
60,79,41779.09263326378,3,10,1,14.661635421958358,13,55.40273945712321,2,Yes,One year,Basic,0,Both,South,Web,4311.028566815098,4310.0,0.3401158962954471,0
36,14,59408.09364451602,5,20,0,22.83468630156214,32,75.13751364696847,0,Yes,Month-to-month,Plus,5,None,West,Web,1090.538581371952,1090.0,0.4835743489161776,0
60,58,52107.159238344146,5,10,2,5.835920455131323,16,,0,No,One year,Basic,1,Video,Midwest,Retail,4352.496657483346,4350.0,0.155015434112157,0
37,34,71475.07251986206,6,13,3,16.957605890373436,53,47.092599023137666,1,No,Month-to-month,Plus,3,None,Midwest,Partner,1541.5030657321797,1540.0,0.22713864293435126,1
60,66,31042.254374363372,3,10,1,8.456337944088546,14,78.41199950579636,0,Yes,Month-to-month,Basic,2,Video,West,Partner,4979.712366267524,4980.0,0.2021215890758205,0
73,111,23983.28062051029,3,12,2,11.368067505131007,29,55.918681829985566,2,No,Month-to-month,Plus,2,Video,South,Web,6316.314368488049,6320.0,0.14557446341992747,0
19,79,38486.3030914644,5,13,4,32.000929113374305,28,69.79272871168821,2,Yes,Two year,Pro,2,Video,Northeast,Web,5676.017115643365,5680.0,0.345274067864648,0
26,5,35266.12354845571,5,7,0,9.199388921141432,51,47.7800467331777,3,Yes,Month-to-month,Pro,5,Video,Midwest,Retail,195.806371659962,200.0,0.15769878469565235,1
68,95,33819.194164556684,2,15,1,22.420087549131033,8,45.56809922231053,3,Yes,Two year,Plus,1,Music,Midwest,Retail,4443.6797401160275,4440.0,0.5340087645766931,0
58,55,38815.18214929824,2,18,0,36.58376514089969,20,39.73259052496654,1,No,Month-to-month,Basic,1,Both,Northeast,Web,2368.113689719562,2370.0,0.5125786544492311,0
64,73,19295.550526321764,5,12,1,15.873011518071376,0,56.43097816238577,0,Yes,Month-to-month,Pro,3,Both,Midwest,Partner,4176.660624751439,4180.0,0.4173932547501546,1
50,23,98952.85306682433,5,9,2,24.192515636515502,48,83.74140444450487,1,Yes,One year,Basic,4,Music,South,Web,1728.9349946662683,1730.0,0.22705931489587322,0
64,70,42625.242403348,4,13,1,52.99128722456208,56,62.41018880153814,0,No,Month-to-month,Pro,5,Both,Midwest,Phone,4478.294379107515,4480.0,0.326885503836313,0
23,18,25147.78268632583,5,14,1,25.844203272303265,1,75.63620084697554,0,No,Month-to-month,Plus,0,Music,West,Web,1505.6520150336005,1510.0,0.5863468396667787,0
35,113,77288.8952280531,2,9,2,9.130955884083123,28,95.38572034428496,0,No,Two year,Basic,3,None,Northeast,Phone,10874.463187781916,10870.0,0.2745022822931593,1
58,14,60195.93478151642,2,13,2,33.15241983883682,29,62.204372295293005,1,Yes,Month-to-month,Basic,4,Music,West,Web,1024.1615955521554,1020.0,0.4688070697097727,1
66,97,23966.03016923335,3,4,1,15.089143008264744,5,66.18589091599988,2,Yes,Two year,Plus,1,Music,South,Retail,6377.9573427632595,6380.0,0.23508154713167295,0
72,66,47473.803080398124,4,8,2,17.818755014884587,34,53.45160176872654,0,Yes,Month-to-month,Basic,3,Video,Midwest,Partner,3608.9882487377195,3610.0,0.15794064317112055,0
18,40,41111.625342701715,3,9,2,9.231496898764417,28,74.32050235730323,0,No,One year,Basic,0,Video,Midwest,Web,3111.5572518128934,3110.0,0.21516378234494637,0
75,105,56532.55920327803,1,9,0,5.643224358940913,10,73.87913237217376,0,Yes,Month-to-month,Basic,0,None,Northeast,Phone,7910.417398842757,7910.0,0.36681109740149476,0
78,111,,3,13,2,98.73822574463608,36,55.019626149378354,0,Yes,Two year,Plus,2,Music,South,Phone,6033.837296134032,6030.0,0.39587238195576696,0
37,3,45027.49198295436,1,13,2,34.02162331857719,42,77.0803549150426,0,No,Two year,Basic,5,Both,Northeast,Partner,165.86034842157557,170.0,0.44630373984137744,0
42,84,71486.71343416104,4,13,1,24.667399374779194,13,59.02667565030022,0,Yes,Month-to-month,Pro,2,Both,South,Web,4952.823987780569,4950.0,0.3641030395934979,1
60,107,43015.23962979188,5,6,1,20.864641251952847,45,83.95079752072208,0,No,Two year,Basic,4,Video,West,Web,9072.498185067016,9070.0,0.1795339121413049,0
33,35,33831.94592166826,6,14,0,6.348664114651849,28,55.38637133624925,2,Yes,Month-to-month,Plus,3,Both,Midwest,Retail,2322.1928346989775,2320.0,0.2520960599378151,1
63,78,37871.8155147202,2,10,1,17.77787340339929,37,74.66872743008383,2,No,Two year,Plus,3,None,Northeast,Web,5898.205210860551,5900.0,0.1697530271261341,0
26,56,54010.54054308432,5,14,3,19.34098830168846,23,80.88139643907287,0,No,Two year,Basic,3,Both,Northeast,Web,4608.394063135618,4610.0,0.32035435566428166,0
29,21,29811.55190324467,1,19,1,33.734765458126056,56,81.86654219753561,1,Yes,Month-to-month,Plus,4,Music,South,Web,1672.895964813862,1670.0,0.40019197151072416,1
30,32,53821.42866385997,3,9,0,17.056929145801423,58,64.50116950379797,0,No,Month-to-month,Basic,1,Music,West,Web,2119.0860705641435,2120.0,0.17312420730909134,1
40,94,70012.1255112998,2,12,1,37.35099096929079,39,85.318523763929,0,Yes,Month-to-month,Pro,0,Video,South,Web,8120.488747099986,8120.0,0.3210717616238252,0
30,4,79597.53984075246,2,4,1,22.90697466205337,39,91.51680450176738,0,Yes,Month-to-month,Plus,5,Music,Midwest,Partner,456.9682941815858,460.0,0.07443895390526603,0
68,114,19911.707410657527,6,15,3,13.156041791622467,55,62.836267240961035,0,No,One year,Basic,5,None,South,Web,7363.438171399546,7360.0,0.25699525250014793,1
21,20,27413.421535628375,3,13,0,30.87780940133586,53,,0,Yes,Month-to-month,Basic,5,Music,Northeast,Web,1063.6880991157043,1060.0,0.37784966767161,0
72,83,32848.09298250985,4,15,0,13.270044169771907,30,82.95369937585593,1,Yes,One year,Basic,2,Video,South,Retail,6816.644002328784,6820.0,0.2374232719081938,1
46,107,33289.36594560784,1,11,1,10.740098691178359,25,62.724652477184094,1,Yes,One year,Basic,4,None,South,Retail,6871.283764942403,6870.0,0.12538771413339117,0
20,118,55121.97875225087,6,15,0,9.751871176490647,22,,2,Yes,Month-to-month,Plus,2,Music,South,Web,2124.5316541888164,2120.0,0.24745712857800473,0
61,75,61458.13600965158,6,9,2,37.17517801300663,0,80.19811555263001,2,Yes,One year,Plus,5,Video,West,Partner,6221.722705277773,6220.0,0.5252282748899936,0
35,77,68755.40491027525,3,14,1,33.300095631099275,40,89.95138102699988,1,Yes,Month-to-month,Pro,2,None,South,Retail,7149.995108498838,7150.0,0.3773742537880692,0
58,91,61031.04455177822,6,14,2,32.34949363255834,25,92.3199097825343,1,Yes,Month-to-month,Basic,4,Video,South,Web,8390.004325807116,8390.0,0.32621595623491195,1
42,74,70194.47463184307,6,11,2,20.55475855843231,48,79.25290654776211,1,No,Month-to-month,Basic,4,Video,South,Partner,5903.920093549357,5900.0,0.20718281521572396,0
74,34,26149.870907247856,6,9,3,22.439850600979057,0,60.87132267879754,1,Yes,Month-to-month,Basic,5,Video,West,Retail,2054.629462094912,2050.0,0.37114520727653993,1
